index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
15988,5.011E+15,4.1197E+15,식품,농산물,3
15989,5.011E+15,4.122E+15,식품,농산물,4
15990,5.011E+15,4.136E+15,식품,농산물,3
15991,5.011E+15,4.136E+15,식품,농산물,3
15992,5.011E+15,4.1461E+15,식품,농산물,3
15993,5.011E+15,4.148E+15,식품,농산물,3
15994,5.011E+15,4.15E+15,식품,농산물,6
15995,5.011E+15,4.155E+15,식품,농산물,3
15996,5.011E+15,4.159E+15,식품,농산물,3
15997,5.011E+15,4.42E+15,식품,농산물,4
15998,5.011E+15,4.415E+15,식품,농산물,4
15999,5.011E+15,4.623E+15,식품,농산물,5
16000,5.011E+15,1.117E+15,식품,농산물,3
16001,5.011E+15,1.174E+15,식품,농산물,3
16002,5.011E+15,2.632E+15,식품,농산물,4
16003,5.011E+15,2.72E+15,식품,농산물,4
16004,5.011E+15,3.114E+15,식품,농산물,4
16005,5.011E+15,3.171E+15,식품,농산물,3
16006,5.011E+15,4.1287E+15,식품,농산물,17
16007,5.011E+15,4.136E+15,식품,농산물,3
16008,5.011E+15,4.1465E+15,식품,농산물,3
16009,5.011E+15,4.415E+15,식품,농산물,4
16010,5.011E+15,4.1135E+15,식품,수산,3
16011,5.011E+15,4.1271E+15,식품,음료,5
16012,5.011E+15,1.171E+15,식품,농산물,5
16013,5.011E+15,3.017E+15,식품,농산물,4
16014,5.011E+15,4.122E+15,식품,농산물,3
16015,5.011E+15,4.122E+15,식품,농산물,3
16016,5.011E+15,4.141E+15,식품,농산물,3
16017,5.011E+15,4.148E+15,식품,가공식품,4
16018,5.011E+15,4.272E+15,식품,농산물,20
16019,5.011E+15,4.1461E+15,식품,농산물,5
16020,5.011E+15,4.377E+15,식품,농산물,6
16021,5.011E+15,1.1545E+15,식품,수산,3
16022,5.011E+15,4.874E+15,식품,기타식품,5
16023,5.011E+15,5.011E+15,식품,가공식품,3
16024,5.011E+15,4.513E+15,식품,농산물,3
16025,5.011E+15,4.3113E+15,여행/문화,문화컨텐츠,4
16026,5.011E+15,2.811E+15,식품,기타식품,15
16027,5.011E+15,1.123E+15,식품,농산물,3
16028,5.011E+15,4.427E+15,식품,농산물,3
16029,5.011E+15,4.155E+15,식품,농산물,3
16030,5.011E+15,1.162E+15,식품,농산물,3
16031,5.011E+15,2.8245E+15,식품,수산,4
16032,5.011E+15,2.638E+15,식품,농산물,4
16033,5.011E+15,4.148E+15,식품,음료,3
16034,5.011E+15,4.165E+15,식품,음료,3
16035,5.011E+15,1.144E+15,식품,농산물,3
16036,5.011E+15,1.168E+15,식품,수산,3
16037,5.011E+15,2.8237E+15,식품,수산,4
16038,5.011E+15,4.183E+15,식품,수산,5
16039,5.011E+15,4.5111E+15,식품,수산,3
16040,5.011E+15,2.638E+15,식품,농산물,6
16041,5.011E+15,2.92E+15,식품,축산,4
16042,5.011E+15,4.129E+15,식품,수산,3
16043,5.011E+15,4.42E+15,식품,수산,3
16044,5.011E+15,4.833E+15,식품,농산물,5
16045,5.011E+15,1.171E+15,식품,축산,4
16046,5.011E+15,1.171E+15,식품,음료,3
16047,5.011E+15,1.1215E+15,식품,수산,6
16048,5.011E+15,3.02E+15,식품,수산,3
16049,5.011E+15,4.1111E+15,식품,수산,3
16050,5.011E+15,4.143E+15,식품,수산,6
16051,5.011E+15,4.713E+15,식품,수산,6
16052,5.011E+15,1.1305E+15,식품,농산물,3
16053,5.011E+15,2.641E+15,여행/문화,문화컨텐츠,3
16054,5.011E+15,4.1113E+15,식품,농산물,3
16055,5.011E+15,3.023E+15,식품,농산물,3
16056,5.011E+15,1.168E+15,식품,농산물,3
16057,5.011E+15,4.1131E+15,식품,농산물,3
16058,5.011E+15,4.157E+15,식품,농산물,4
16059,5.011E+15,4.423E+15,식품,음료,5
16060,5.011E+15,4.159E+15,식품,농산물,4
16061,5.011E+15,4.1111E+15,식품,농산물,3
16062,5.011E+15,1.141E+15,식품,농산물,3
16063,5.011E+15,3.02E+15,식품,농산물,4
16064,5.011E+15,4.729E+15,식품,농산물,3
16065,5.011E+15,4.686E+15,식품,기타식품,4
16066,5.011E+15,4.725E+15,식품,농산물,9
16067,5.011E+15,4.1113E+15,식품,농산물,3
16068,5.011E+15,1.168E+15,식품,축산,6
16069,5.011E+15,4.418E+15,식품,농산물,4
16070,5.011E+15,1.159E+15,생활/건강,음반,4
16071,5.011E+15,1.162E+15,생활/건강,음반,6
16072,5.011E+15,1.162E+15,생활/건강,음반,3
16073,5.011E+15,2.641E+15,생활/건강,음반,4
16074,5.011E+15,3.02E+15,생활/건강,음반,8
16075,5.011E+15,3.611E+15,생활/건강,음반,3
16076,5.011E+15,4.1463E+15,생활/건강,음반,9
16077,5.011E+15,4.211E+15,생활/건강,음반,4
16078,5.011E+15,4.139E+15,식품,농산물,3
16079,5.011E+15,4.141E+15,식품,농산물,3
16080,5.011E+15,4.1135E+15,식품,농산물,4
16081,5.011E+15,1.144E+15,식품,축산,5
16082,5.011E+15,4.513E+15,식품,농산물,3
16083,5.011E+15,4.1197E+15,식품,농산물,6
16084,5.011E+15,4.1461E+15,식품,농산물,6
16085,5.011E+15,4.1195E+15,식품,농산물,3
16086,5.011E+15,5.011E+15,식품,건강식품,4
16087,5.011E+15,3.017E+15,식품,농산물,4
16088,5.011E+15,4.1195E+15,식품,농산물,4
16089,5.011E+15,4.713E+15,식품,농산물,3
16090,5.011E+15,4.421E+15,식품,농산물,3
16091,5.011E+15,4.7113E+15,식품,농산물,3
16092,5.011E+15,4.514E+15,식품,농산물,8
16093,5.011E+15,4.613E+15,식품,기타식품,4
16094,5.011E+15,2.723E+15,식품,과자,38
16095,5.011E+15,1.156E+15,식품,농산물,4
16096,5.013E+15,4.159E+15,식품,농산물,11
16097,5.013E+15,4.1285E+15,식품,농산물,13
16098,5.013E+15,1.162E+15,식품,농산물,11
16099,5.013E+15,4.163E+15,식품,기타식품,3
16100,5.013E+15,2.826E+15,식품,농산물,3
16101,5.013E+15,1.165E+15,식품,농산물,3
16102,5.013E+15,4.5111E+15,식품,농산물,5
16103,5.013E+15,4.688E+15,식품,농산물,3
16104,5.013E+15,1.165E+15,식품,농산물,3
16105,5.013E+15,2.8237E+15,식품,농산물,5
16106,5.013E+15,3.611E+15,식품,농산물,3
16107,5.013E+15,4.122E+15,식품,농산물,6
16108,5.013E+15,4.689E+15,식품,농산물,4
16109,5.013E+15,4.825E+15,식품,농산물,4
16110,5.013E+15,4.5111E+15,식품,농산물,4
16111,5.013E+15,4.719E+15,식품,과자,3
16112,5.013E+15,3.023E+15,식품,농산물,8
16113,5.013E+15,2.729E+15,식품,농산물,3
16114,5.013E+15,1.147E+15,식품,농산물,3
16115,5.013E+15,4.139E+15,식품,농산물,5
16116,5.013E+15,4.213E+15,식품,농산물,3
16117,5.013E+15,1.117E+15,식품,농산물,4
16118,5.013E+15,1.12E+15,식품,농산물,3
16119,5.013E+15,1.123E+15,식품,농산물,6
16120,5.013E+15,1.123E+15,식품,농산물,4
16121,5.013E+15,1.129E+15,식품,농산물,3
16122,5.013E+15,1.135E+15,식품,농산물,3
16123,5.013E+15,1.135E+15,식품,농산물,3
16124,5.013E+15,1.135E+15,식품,농산물,3
16125,5.013E+15,1.144E+15,식품,농산물,3
16126,5.013E+15,1.159E+15,식품,농산물,5
16127,5.013E+15,1.168E+15,식품,농산물,3
16128,5.013E+15,1.168E+15,식품,농산물,3
16129,5.013E+15,1.168E+15,식품,농산물,3
16130,5.013E+15,2.817E+15,식품,농산물,3
16131,5.013E+15,2.826E+15,식품,농산물,3
16132,5.013E+15,3.011E+15,식품,농산물,3
16133,5.013E+15,3.171E+15,식품,농산물,3
16134,5.013E+15,4.1113E+15,식품,농산물,4
16135,5.013E+15,4.1117E+15,식품,농산물,3
16136,5.013E+15,4.139E+15,식품,농산물,4
16137,5.013E+15,4.1461E+15,식품,농산물,3
16138,5.013E+15,4.159E+15,식품,농산물,3
16139,5.013E+15,4.717E+15,식품,농산물,3
16140,5.013E+15,2.726E+15,식품,농산물,3
16141,5.013E+15,4.611E+15,식품,농산물,5
16142,5.013E+15,1.156E+15,식품,농산물,3
16143,5.013E+15,1.168E+15,식품,농산물,8
16144,5.013E+15,4.1461E+15,식품,농산물,5
16145,5.013E+15,4.213E+15,식품,농산물,3
16146,5.013E+15,4.121E+15,식품,농산물,4
16147,5.013E+15,4.514E+15,식품,농산물,4
16148,5.013E+15,4.715E+15,식품,농산물,3
16149,5.013E+15,2.638E+15,식품,농산물,6
16150,5.013E+15,4.145E+15,식품,농산물,3
16151,5.013E+15,3.111E+15,식품,농산물,3
16152,5.013E+15,1.171E+15,식품,농산물,3
16153,5.013E+15,1.1215E+15,식품,농산물,3
16154,5.013E+15,1.156E+15,식품,농산물,3
16155,5.013E+15,2.629E+15,식품,농산물,3
16156,5.013E+15,2.635E+15,식품,농산물,7
16157,5.013E+15,4.215E+15,식품,농산물,3
16158,5.013E+15,4.273E+15,식품,농산물,3
16159,5.013E+15,4.3111E+15,식품,농산물,3
16160,5.013E+15,4.3111E+15,식품,농산물,3
16161,5.013E+15,4.3113E+15,식품,농산물,10
16162,5.013E+15,4.514E+15,식품,농산물,3
16163,5.013E+15,4.713E+15,식품,농산물,3
16164,5.013E+15,4.831E+15,식품,농산물,3
16165,5.013E+15,4.889E+15,식품,농산물,8
16166,5.013E+15,1.171E+15,식품,농산물,8
16167,5.013E+15,4.1273E+15,식품,농산물,3
16168,5.013E+15,4.281E+15,식품,농산물,10
16169,5.013E+15,4.165E+15,식품,농산물,3
16170,5.013E+15,3.611E+15,식품,농산물,3
16171,5.013E+15,4.68E+15,식품,농산물,4
16172,5.013E+15,4.833E+15,식품,농산물,3
16173,5.013E+15,4.161E+15,식품,농산물,4
16174,5.013E+15,2.723E+15,식품,농산물,4
16175,5.013E+15,2.917E+15,식품,농산물,3
16176,5.013E+15,4.157E+15,식품,농산물,4
16177,5.013E+15,1.117E+15,식품,농산물,3
16178,5.013E+15,4.159E+15,식품,농산물,3
16179,5.013E+15,4.684E+15,식품,농산물,47
16180,5.013E+15,1.168E+15,식품,농산물,7
16181,5.013E+15,2.811E+15,식품,농산물,4
16182,5.013E+15,2.914E+15,식품,농산물,3
16183,5.013E+15,3.117E+15,식품,농산물,14
16184,5.013E+15,4.115E+15,식품,농산물,4
16185,5.013E+15,4.3113E+15,식품,농산물,3
16186,5.013E+15,4.315E+15,식품,농산물,5
16187,5.013E+15,4.817E+15,식품,농산물,6
16188,5.013E+15,4.1195E+15,식품,농산물,3
16189,5.013E+15,4.777E+15,식품,농산물,3
16190,5.013E+15,4.8125E+15,식품,농산물,3
16191,5.013E+15,4.163E+15,식품,음료,3
16192,5.013E+15,1.168E+15,식품,농산물,3
16193,5.013E+15,2.638E+15,식품,농산물,3
16194,5.013E+15,2.729E+15,식품,농산물,3
16195,5.013E+15,3.611E+15,식품,농산물,3
16196,5.013E+15,4.4133E+15,식품,농산물,3
16197,5.013E+15,4.421E+15,식품,농산물,4
16198,5.013E+15,4.427E+15,식품,농산물,5
16199,5.013E+15,4.615E+15,식품,농산물,3
16200,5.013E+15,4.683E+15,식품,농산물,4
16201,5.013E+15,4.833E+15,식품,농산물,4
16202,5.013E+15,4.141E+15,식품,농산물,3
16203,5.013E+15,4.136E+15,식품,농산물,8
16204,5.013E+15,4.221E+15,식품,농산물,3
16205,5.013E+15,4.4825E+15,식품,농산물,9
16206,5.013E+15,4.1131E+15,식품,농산물,3
16207,5.013E+15,4.729E+15,식품,농산물,6
16208,5.013E+15,2.82E+15,식품,농산물,5
16209,5.013E+15,4.221E+15,식품,농산물,3
16210,5.013E+15,1.135E+15,식품,농산물,3
16211,5.013E+15,4.136E+15,식품,농산물,4
16212,5.013E+15,4.375E+15,식품,농산물,5
16213,5.013E+15,1.144E+15,식품,농산물,7
16214,5.013E+15,2.914E+15,식품,농산물,3
16215,5.013E+15,4.822E+15,식품,농산물,5
16216,5.013E+15,4.825E+15,식품,농산물,4
16217,5.013E+15,4.572E+15,식품,농산물,4
16218,5.013E+15,4.8121E+15,식품,농산물,3
16219,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,3
16220,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,11
16221,1.117E+15,5.011E+15,디지털/가전,기타디지털/가전,3
16222,1.12E+15,5.013E+15,식품,냉동/간편조리식품,4
16223,1.129E+15,5.011E+15,여행/문화,문화컨텐츠,3
16224,1.15E+15,5.013E+15,식품,가공식품,3
16225,2.723E+15,5.011E+15,식품,냉동/간편조리식품,5
16226,2.82E+15,5.011E+15,식품,가공식품,3
16227,2.9155E+15,5.011E+15,식품,농산물,4
16228,3.023E+15,5.011E+15,식품,음료,10
16229,4.1173E+15,5.011E+15,식품,기타식품,47
16230,4.1271E+15,5.011E+15,식품,음료,5
16231,4.1271E+15,5.013E+15,식품,기타식품,16
16232,4.1273E+15,5.011E+15,생활/건강,생활용품,5
16233,4.1273E+15,5.011E+15,패션의류,상의,3
16234,4.1281E+15,5.011E+15,생활/건강,문구/사무용품,5
16235,4.1287E+15,5.011E+15,식품,음료,3
16236,4.136E+15,5.011E+15,생활/건강,반려동물,3
16237,4.136E+15,5.013E+15,생활/건강,반려동물,4
16238,4.136E+15,5.011E+15,식품,가공식품,12
16239,4.137E+15,5.013E+15,화장품/미용,스킨케어,3
16240,4.139E+15,5.011E+15,생활/건강,반려동물,5
16241,4.139E+15,5.013E+15,식품,가공식품,8
16242,4.141E+15,5.011E+15,생활/건강,건강용품,4
16243,4.141E+15,5.011E+15,식품,건강식품,3
16244,4.141E+15,5.013E+15,식품,건강식품,3
16245,4.1461E+15,5.011E+15,생활/건강,문구/사무용품,20
16246,4.1461E+15,5.011E+15,생활/건강,주방용품,5
16247,4.1461E+15,5.011E+15,생활/건강,건강용품,3
16248,4.1465E+15,5.011E+15,여행/문화,문화컨텐츠,3
16249,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
16250,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
16251,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
16252,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,4
16253,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,7
16254,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,7
16255,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
16256,4.148E+15,5.011E+15,여행/문화,문화컨텐츠,3
16257,4.148E+15,5.011E+15,생활/건강,음반,3
16258,4.148E+15,5.013E+15,여행/문화,문화컨텐츠,3
16259,4.148E+15,5.013E+15,생활/건강,음반,3
16260,4.15E+15,5.011E+15,식품,냉동/간편조리식품,3
16261,4.15E+15,5.011E+15,식품,냉동/간편조리식품,4
16262,4.15E+15,5.011E+15,식품,가공식품,3
16263,4.15E+15,5.011E+15,식품,건강식품,3
16264,4.157E+15,5.011E+15,식품,가공식품,4
16265,4.157E+15,5.011E+15,식품,냉동/간편조리식품,3
16266,4.157E+15,5.011E+15,식품,가공식품,15
16267,4.157E+15,5.011E+15,식품,가공식품,3
16268,4.157E+15,5.011E+15,식품,가공식품,3
16269,4.157E+15,5.011E+15,식품,과자,3
16270,4.159E+15,5.011E+15,식품,가공식품,4
16271,4.159E+15,5.013E+15,생활/건강,생활용품,3
16272,4.159E+15,5.013E+15,식품,가공식품,3
16273,4.161E+15,5.013E+15,식품,냉동/간편조리식품,3
16274,4.18E+15,5.013E+15,여행/문화,문화컨텐츠,3
16275,4.213E+15,5.011E+15,식품,건강식품,4
16276,4.276E+15,5.011E+15,패션의류,기타패션의류,3
16277,4.3111E+15,5.013E+15,식품,음료,4
16278,4.3113E+15,5.011E+15,패션의류,기타패션의류,3
16279,4.418E+15,5.013E+15,식품,수산,4
16280,4.427E+15,5.011E+15,식품,건강식품,3
16281,4.5113E+15,5.011E+15,생활/건강,주방용품,10
16282,4.514E+15,5.011E+15,생활/건강,생활용품,4
16283,4.683E+15,5.013E+15,식품,농산물,3
16284,4.691E+15,5.013E+15,식품,가공식품,3
16285,4.717E+15,5.013E+15,식품,농산물,4
16286,4.729E+15,5.013E+15,식품,기타식품,3
16287,5.011E+15,1.114E+15,식품,농산물,5
16288,5.011E+15,1.123E+15,식품,농산물,4
16289,5.011E+15,1.135E+15,식품,농산물,7
16290,5.011E+15,1.15E+15,식품,농산물,5
16291,5.011E+15,1.156E+15,식품,농산물,3
16292,5.011E+15,1.174E+15,식품,농산물,3
16293,5.011E+15,2.65E+15,식품,농산물,3
16294,5.011E+15,2.729E+15,식품,농산물,3
16295,5.011E+15,2.729E+15,식품,농산물,3
16296,5.011E+15,2.729E+15,식품,농산물,3
16297,5.011E+15,2.729E+15,식품,농산물,3
16298,5.011E+15,2.817E+15,식품,농산물,3
16299,5.011E+15,2.8185E+15,식품,농산물,3
16300,5.011E+15,3.02E+15,식품,농산물,3
16301,5.011E+15,3.12E+15,식품,농산물,5
16302,5.011E+15,3.12E+15,식품,농산물,3
16303,5.011E+15,4.1117E+15,식품,농산물,4
16304,5.011E+15,4.1133E+15,식품,농산물,3
16305,5.011E+15,4.115E+15,식품,농산물,3
16306,5.011E+15,4.122E+15,식품,농산물,3
16307,5.011E+15,4.1285E+15,식품,농산물,3
16308,5.011E+15,4.139E+15,식품,농산물,4
16309,5.011E+15,4.159E+15,식품,농산물,3
16310,5.011E+15,4.211E+15,식품,농산물,3
16311,5.011E+15,4.213E+15,식품,농산물,4
16312,5.011E+15,4.373E+15,식품,농산물,6
16313,5.011E+15,4.513E+15,식품,농산물,3
16314,5.011E+15,4.623E+15,식품,농산물,4
16315,5.011E+15,4.683E+15,식품,농산물,3
16316,5.011E+15,4.7111E+15,식품,농산물,3
16317,5.011E+15,4.7113E+15,식품,농산물,3
16318,5.011E+15,4.717E+15,식품,농산물,8
16319,5.011E+15,4.825E+15,식품,농산물,4
16320,5.011E+15,4.831E+15,식품,농산물,4
16321,5.011E+15,4.1273E+15,식품,가공식품,3
16322,5.011E+15,2.917E+15,식품,농산물,10
16323,5.011E+15,1.126E+15,식품,농산물,4
16324,5.011E+15,1.15E+15,식품,농산물,3
16325,5.011E+15,1.156E+15,식품,농산물,3
16326,5.011E+15,1.159E+15,식품,농산물,3
16327,5.011E+15,2.611E+15,식품,농산물,3
16328,5.011E+15,2.635E+15,식품,농산물,5
16329,5.011E+15,4.1173E+15,식품,농산물,3
16330,5.011E+15,4.122E+15,식품,농산물,4
16331,5.011E+15,4.141E+15,식품,농산물,3
16332,5.011E+15,4.1463E+15,식품,농산물,3
16333,5.011E+15,4.15E+15,식품,농산물,4
16334,5.011E+15,4.155E+15,식품,농산물,5
16335,5.011E+15,4.42E+15,식품,농산물,4
16336,5.011E+15,4.42E+15,식품,농산물,3
16337,5.011E+15,4.679E+15,식품,농산물,3
16338,5.011E+15,4.8123E+15,식품,농산물,3
16339,5.011E+15,4.825E+15,식품,농산물,3
16340,5.011E+15,3.117E+15,식품,농산물,3
16341,5.011E+15,4.682E+15,식품,농산물,4
16342,5.011E+15,1.117E+15,식품,농산물,3
16343,5.011E+15,4.121E+15,식품,농산물,3
16344,5.011E+15,4.137E+15,식품,농산물,3
16345,5.011E+15,4.1463E+15,식품,농산물,5
16346,5.011E+15,4.615E+15,식품,농산물,3
16347,5.011E+15,4.831E+15,식품,농산물,4
16348,5.011E+15,2.72E+15,식품,과자,10
16349,5.011E+15,4.1271E+15,식품,농산물,3
16350,5.011E+15,4.373E+15,식품,농산물,18
16351,5.011E+15,4.157E+15,식품,수산,4
16352,5.011E+15,1.123E+15,식품,농산물,3
16353,5.011E+15,1.144E+15,식품,냉동/간편조리식품,12
16354,5.011E+15,4.1463E+15,식품,농산물,5
16355,5.011E+15,4.833E+15,식품,농산물,19
16356,5.011E+15,4.8129E+15,식품,농산물,3
16357,5.011E+15,2.92E+15,식품,농산물,7
16358,5.011E+15,1.123E+15,식품,농산물,6
16359,5.011E+15,4.1117E+15,식품,농산물,3
16360,5.011E+15,1.171E+15,식품,기타식품,45
16361,5.011E+15,4.615E+15,식품,농산물,10
16362,5.011E+15,2.611E+15,식품,기타식품,4
16363,5.011E+15,5.011E+15,식품,농산물,3
16364,5.011E+15,1.144E+15,식품,농산물,5
16365,5.011E+15,2.729E+15,식품,건강식품,4
16366,5.011E+15,4.4131E+15,식품,수산,3
16367,5.011E+15,4.5113E+15,식품,수산,9
16368,5.011E+15,2.82E+15,식품,음료,3
16369,5.011E+15,4.1117E+15,식품,음료,7
16370,5.011E+15,4.615E+15,패션의류,기타패션의류,5
16371,5.011E+15,1.165E+15,식품,축산,15
16372,5.011E+15,2.62E+15,식품,음료,5
16373,5.011E+15,4.519E+15,식품,음료,6
16374,5.011E+15,1.129E+15,식품,농산물,4
16375,5.011E+15,3.171E+15,식품,농산물,4
16376,5.011E+15,4.213E+15,식품,농산물,3
16377,5.011E+15,3.014E+15,패션의류,기타패션의류,5
16378,5.011E+15,2.72E+15,식품,농산물,3
16379,5.011E+15,4.131E+15,식품,농산물,3
16380,5.011E+15,4.159E+15,식품,농산물,3
16381,5.011E+15,4.3113E+15,식품,농산물,8
16382,5.011E+15,4.418E+15,식품,농산물,7
16383,5.011E+15,4.5113E+15,식품,농산물,4
16384,5.011E+15,4.782E+15,식품,농산물,4
16385,5.011E+15,4.1461E+15,식품,냉동/간편조리식품,4
16386,5.011E+15,4.157E+15,식품,농산물,3
16387,5.011E+15,1.138E+15,식품,농산물,4
16388,5.011E+15,1.159E+15,식품,농산물,3
16389,5.011E+15,2.8185E+15,식품,농산물,3
16390,5.011E+15,3.02E+15,식품,농산물,3
16391,5.011E+15,4.825E+15,식품,농산물,3
16392,5.011E+15,2.82E+15,식품,농산물,4
16393,5.011E+15,2.92E+15,식품,농산물,3
16394,5.011E+15,2.671E+15,식품,농산물,3
16395,5.011E+15,4.825E+15,식품,농산물,3
16396,5.011E+15,4.831E+15,식품,농산물,3
16397,5.011E+15,2.729E+15,식품,농산물,10
16398,5.011E+15,4.1131E+15,식품,농산물,4
16399,5.011E+15,4.5113E+15,식품,농산물,5
16400,5.011E+15,3.114E+15,식품,음료,25
16401,5.011E+15,1.111E+15,생활/건강,음반,3
16402,5.011E+15,1.156E+15,생활/건강,음반,9
16403,5.011E+15,2.638E+15,생활/건강,음반,5
16404,5.011E+15,4.137E+15,생활/건강,음반,4
16405,5.011E+15,4.3113E+15,생활/건강,음반,3
16406,5.011E+15,4.477E+15,생활/건강,음반,3
16407,5.011E+15,4.8125E+15,생활/건강,음반,3
16408,5.011E+15,4.121E+15,식품,농산물,3
16409,5.011E+15,4.1463E+15,식품,농산물,3
16410,5.011E+15,4.159E+15,식품,농산물,3
16411,5.011E+15,1.144E+15,식품,농산물,3
16412,5.011E+15,2.729E+15,식품,과자,3
16413,5.011E+15,2.914E+15,식품,농산물,3
16414,5.011E+15,2.723E+15,식품,농산물,30
16415,5.011E+15,1.168E+15,식품,농산물,3
16416,5.011E+15,4.136E+15,식품,농산물,3
16417,5.011E+15,4.613E+15,식품,농산물,4
16418,5.011E+15,4.613E+15,식품,농산물,6
16419,5.011E+15,4.1171E+15,식품,음료,5
16420,5.011E+15,4.219E+15,식품,기타식품,4
16421,5.011E+15,4.1111E+15,식품,농산물,3
16422,5.011E+15,4.889E+15,식품,농산물,3
16423,5.013E+15,4.5113E+15,식품,농산물,5
16424,5.013E+15,2.8185E+15,식품,농산물,3
16425,5.013E+15,4.833E+15,식품,농산물,8
16426,5.013E+15,4.1463E+15,식품,농산물,5
16427,5.013E+15,2.729E+15,식품,농산물,3
16428,5.013E+15,4.1273E+15,식품,농산물,4
16429,5.013E+15,5.011E+15,식품,농산물,4
16430,5.013E+15,2.729E+15,식품,농산물,3
16431,5.013E+15,4.155E+15,식품,농산물,7
16432,5.013E+15,4.1273E+15,식품,농산물,5
16433,5.013E+15,2.653E+15,식품,농산물,5
16434,5.013E+15,4.157E+15,식품,농산물,4
16435,5.013E+15,1.129E+15,식품,농산물,4
16436,5.013E+15,1.129E+15,식품,농산물,4
16437,5.013E+15,1.129E+15,식품,농산물,3
16438,5.013E+15,1.135E+15,식품,농산물,3
16439,5.013E+15,1.135E+15,식품,농산물,3
16440,5.013E+15,1.141E+15,식품,농산물,3
16441,5.013E+15,1.153E+15,식품,농산물,3
16442,5.013E+15,1.153E+15,식품,농산물,4
16443,5.013E+15,1.165E+15,식품,농산물,3
16444,5.013E+15,1.174E+15,식품,농산물,6
16445,5.013E+15,2.917E+15,식품,농산물,4
16446,5.013E+15,3.017E+15,식품,농산물,3
16447,5.013E+15,3.111E+15,식품,농산물,5
16448,5.013E+15,3.12E+15,식품,농산물,3
16449,5.013E+15,4.1135E+15,식품,농산물,3
16450,5.013E+15,4.1281E+15,식품,농산물,3
16451,5.013E+15,4.1281E+15,식품,농산물,3
16452,5.013E+15,4.1287E+15,식품,농산물,3
16453,5.013E+15,4.159E+15,식품,농산물,3
16454,5.013E+15,4.219E+15,식품,농산물,3
16455,5.013E+15,4.371E+15,식품,농산물,3
16456,5.013E+15,4.825E+15,식품,농산물,3
16457,5.013E+15,4.136E+15,식품,농산물,3
16458,5.013E+15,4.136E+15,식품,농산물,3
16459,5.013E+15,4.1271E+15,식품,농산물,3
16460,5.013E+15,4.161E+15,식품,농산물,3
16461,5.013E+15,2.914E+15,식품,농산물,3
16462,5.013E+15,4.42E+15,식품,농산물,3
16463,5.013E+15,2.729E+15,식품,농산물,5
16464,5.013E+15,4.121E+15,식품,농산물,3
16465,5.013E+15,4.477E+15,식품,농산물,10
16466,5.013E+15,1.126E+15,식품,농산물,4
16467,5.013E+15,1.15E+15,식품,농산물,3
16468,5.013E+15,1.162E+15,식품,농산물,3
16469,5.013E+15,1.165E+15,식품,농산물,3
16470,5.013E+15,1.171E+15,식품,농산물,3
16471,5.013E+15,2.62E+15,식품,농산물,4
16472,5.013E+15,2.632E+15,식품,농산물,4
16473,5.013E+15,2.638E+15,식품,농산물,5
16474,5.013E+15,2.641E+15,식품,농산물,3
16475,5.013E+15,2.82E+15,식품,농산물,3
16476,5.013E+15,3.02E+15,식품,농산물,3
16477,5.013E+15,3.111E+15,식품,농산물,3
16478,5.013E+15,4.163E+15,식품,농산물,3
16479,5.013E+15,4.183E+15,식품,농산물,3
16480,5.013E+15,4.613E+15,식품,농산물,3
16481,5.013E+15,4.825E+15,식품,농산물,4
16482,5.013E+15,4.8121E+15,식품,농산물,5
16483,5.013E+15,4.822E+15,식품,농산물,10
16484,5.013E+15,4.1285E+15,식품,농산물,3
16485,5.013E+15,1.111E+15,식품,농산물,40
16486,5.013E+15,4.673E+15,식품,농산물,11
16487,5.013E+15,4.115E+15,식품,농산물,3
16488,5.013E+15,2.82E+15,식품,농산물,3
16489,5.013E+15,4.159E+15,식품,농산물,5
16490,5.013E+15,4.4131E+15,식품,농산물,3
16491,5.013E+15,4.415E+15,식품,농산물,3
16492,5.013E+15,4.725E+15,식품,농산물,3
16493,5.013E+15,4.377E+15,식품,농산물,3
16494,5.013E+15,4.1113E+15,식품,농산물,3
16495,5.013E+15,4.1195E+15,식품,농산물,7
16496,5.013E+15,4.148E+15,식품,농산물,3
16497,5.013E+15,1.15E+15,식품,농산물,3
16498,5.013E+15,3.12E+15,식품,농산물,4
16499,5.013E+15,4.1117E+15,식품,농산물,3
16500,5.013E+15,4.1131E+15,식품,농산물,3
16501,5.013E+15,4.1173E+15,식품,농산물,3
16502,5.013E+15,4.1195E+15,식품,농산물,3
16503,5.013E+15,4.161E+15,식품,농산물,4
16504,5.013E+15,4.163E+15,식품,농산물,4
16505,5.013E+15,4.371E+15,식품,농산물,3
16506,5.013E+15,4.623E+15,식품,농산물,3
16507,5.013E+15,1.117E+15,식품,농산물,3
